date,ticker,signals_summary,bullish_squeeze_label,bullish_squeeze_score,bearish_squeeze_label,bearish_squeeze_score
2026-07-15,GOOGL,VOLATILITY/STRONG @ $371.26 (0.00%) | MAGNET/STRONG @ $370.00 (-0.34%) | VOLATILITY/STRONG @ $320.00 (-13.81%),unlikely,25,unlikely,20
2026-07-15,META,VOLATILITY/STRONG @ $679.53 (0.00%) | VOLATILITY/STRONG @ $550.00 (-19.06%),possible,30,unlikely,20
2026-07-15,AMZN,VOLATILITY/STRONG @ $254.93 (0.00%) | MAGNET/STRONG @ $255.00 (+0.03%) | VOLATILITY/STRONG @ $220.00 (-13.70%),possible,45,not_shown,
2026-07-15,TSLA,VOLATILITY/STRONG @ $394.63 (0.00%) | MAGNET/STRONG @ $395.00 (+0.09%) | SUPPORT/MODERATE @ $382.16 (-3.16%),unlikely,25,unlikely,25
2026-07-16,AAPL,VOLATILITY/STRONG @ $333.28 (0.00%) | MAGNET/STRONG @ $330.00 (-0.98%) | VOLATILITY/STRONG @ $240.00 (-27.99%),unlikely,25,unlikely,20
2026-07-16,MSFT,VOLATILITY/STRONG @ $400.27 (0.00%) | MAGNET/STRONG @ $400.00 (-0.07%) | VOLATILITY/STRONG @ $350.00 (-12.56%),possible,35,unlikely,20
2026-07-16,NVDA,VOLATILITY/STRONG @ $206.69 (0.00%) | MAGNET/STRONG @ $210.00 (+1.60%) | VOLATILITY/STRONG @ $170.00 (-17.75%),possible,40,not_shown,
2026-07-16,GOOGL,VOLATILITY/STRONG @ $356.88 (0.00%) | VOLATILITY/STRONG @ $340.00 (-4.73%),unlikely,25,unlikely,25
2026-07-16,META,VOLATILITY/STRONG @ $665.45 (0.00%) | VOLATILITY/STRONG @ $550.00 (-17.35%),unlikely,25,unlikely,20
2026-07-16,AMZN,VOLATILITY/STRONG @ $250.25 (0.00%) | MAGNET/STRONG @ $250.00 (-0.10%) | VOLATILITY/STRONG @ $220.00 (-12.09%),possible,30,unlikely,20
2026-07-16,TSLA,VOLATILITY/STRONG @ $390.58 (0.00%) | SUPPORT/MODERATE @ $384.61 (-1.53%) | VOLATILITY/STRONG @ $380.00 (-2.71%),unlikely,25,possible,30
2026-07-17,AAPL,VOLATILITY/STRONG @ $333.88 (0.00%) | MAGNET/STRONG @ $335.00 (+0.34%) | VOLATILITY/STRONG @ $240.00 (-28.12%),possible,45,not_shown,
2026-07-17,MSFT,VOLATILITY/STRONG @ $394.46 (0.00%) | MAGNET/STRONG @ $395.00 (+0.14%) | VOLATILITY/STRONG @ $350.00 (-11.27%),possible,45,not_shown,
2026-07-17,NVDA,VOLATILITY/STRONG @ $202.68 (0.00%) | VOLATILITY/STRONG @ $170.00 (-16.12%),unlikely,25,unlikely,20
2026-07-17,GOOGL,VOLATILITY/STRONG @ $346.95 (0.00%) | MAGNET/STRONG @ $345.00 (-0.56%) | VOLATILITY/STRONG @ $345.00 (-0.56%),,,possible,40
2026-07-17,META,VOLATILITY/STRONG @ $644.88 (0.00%) | VOLATILITY/STRONG @ $550.00 (-14.71%),unlikely,25,unlikely,20
2026-07-17,AMZN,VOLATILITY/STRONG @ $247.22 (0.00%) | MAGNET/STRONG @ $247.50 (+0.11%) | VOLATILITY/STRONG @ $220.00 (-11.01%),possible,45,not_shown,
2026-07-17,TSLA,VOLATILITY/STRONG @ $379.77 (0.00%) | MAGNET/STRONG @ $380.00 (+0.06%) | SUPPORT/MODERATE @ $373.96 (-1.53%),likely,50,possible,45
2026-07-20,AAPL,VOLATILITY/STRONG @ $326.69 (0.00%) | VOLATILITY/STRONG @ $315.00 (-3.58%),unlikely,25,unlikely,25
2026-07-20,MSFT,VOLATILITY/STRONG @ $401.28 (0.00%) | MAGNET/STRONG @ $402.50 (+0.30%) | VOLATILITY/STRONG @ $350.00 (-12.78%),possible,45,not_shown,
2026-07-20,NVDA,VOLATILITY/STRONG @ $202.85 (0.00%) | VOLATILITY/STRONG @ $180.00 (-11.27%),possible,30,unlikely,20
2026-07-20,GOOGL,VOLATILITY/STRONG @ $352.74 (0.00%) | VOLATILITY/STRONG @ $320.00 (-9.28%),unlikely,25,unlikely,20
2026-07-20,META,VOLATILITY/STRONG @ $645.28 (0.00%) | VOLATILITY/STRONG @ $550.00 (-14.77%),unlikely,25,unlikely,20
2026-07-20,AMZN,VOLATILITY/STRONG @ $249.59 (0.00%) | MAGNET/STRONG @ $250.00 (+0.16%) | VOLATILITY/STRONG @ $220.00 (-11.86%),possible,45,not_shown,
2026-07-20,TSLA,VOLATILITY/STRONG @ $370.27 (0.00%) | MAGNET/STRONG @ $370.00 (-0.07%) | VOLATILITY/STRONG @ $370.00 (-0.07%),,,likely,65
2026-07-21,AAPL,VOLATILITY/STRONG @ $325.33 (0.00%) | VOLATILITY/STRONG @ $315.00 (-3.18%),unlikely,25,unlikely,25
2026-07-21,MSFT,VOLATILITY/STRONG @ $396.80 (0.00%) | VOLATILITY/STRONG @ $350.00 (-11.79%),unlikely,25,unlikely,20
2026-07-21,NVDA,VOLATILITY/STRONG @ $206.82 (0.00%) | MAGNET/STRONG @ $210.00 (+1.54%) | VOLATILITY/STRONG @ $180.00 (-12.97%),possible,40,not_shown,
2026-07-21,GOOGL,VOLATILITY/STRONG @ $348.35 (0.00%) | VOLATILITY/STRONG @ $320.00 (-8.14%),unlikely,25,unlikely,20
2026-07-21,META,VOLATILITY/STRONG @ $642.40 (0.00%) | VOLATILITY/STRONG @ $550.00 (-14.38%),unlikely,25,unlikely,20
2026-07-21,AMZN,VOLATILITY/STRONG @ $247.09 (0.00%) | VOLATILITY/STRONG @ $220.00 (-10.96%),unlikely,25,unlikely,20
2026-07-21,TSLA,VOLATILITY/STRONG @ $379.52 (0.00%) | SUPPORT/MODERATE @ $365.22 (-3.77%) | VOLATILITY/STRONG @ $350.00 (-7.78%),unlikely,25,unlikely,20
2026-07-22,AAPL,VOLATILITY/STRONG @ $325.63 (0.00%) | MAGNET/STRONG @ $330.00 (+1.34%) | VOLATILITY/STRONG @ $315.00 (-3.27%),possible,40,unlikely,25
2026-07-22,MSFT,VOLATILITY/STRONG @ $387.21 (0.00%) | VOLATILITY/STRONG @ $350.00 (-9.61%),unlikely,25,unlikely,20
2026-07-22,NVDA,VOLATILITY/STRONG @ $210.99 (0.00%) | MAGNET/STRONG @ $212.50 (+0.72%) | VOLATILITY/STRONG @ $180.00 (-14.69%),possible,45,not_shown,
2026-07-22,GOOGL,VOLATILITY/STRONG @ $329.43 (0.00%) | RESISTANCE/MODERATE @ $330.88 (+0.44%) | VOLATILITY/STRONG @ $320.00 (-2.86%),unlikely,25,possible,30
2026-07-22,META,VOLATILITY/STRONG @ $619.88 (0.00%) | VOLATILITY/STRONG @ $550.00 (-11.27%),unlikely,25,unlikely,20
2026-07-22,AMZN,VOLATILITY/STRONG @ $240.83 (0.00%) | VOLATILITY/STRONG @ $230.00 (-4.50%),possible,30,unlikely,25
2026-07-22,TSLA,VOLATILITY/STRONG @ $357.82 (0.00%) | VOLATILITY/STRONG @ $350.00 (-2.19%) | RESISTANCE/MODERATE @ $370.43 (+3.52%),unlikely,25,possible,30
2026-07-23,AAPL,VOLATILITY/STRONG @ $322.10 (0.00%) | VOLATILITY/STRONG @ $315.00 (-2.20%),unlikely,25,possible,30
2026-07-23,MSFT,VOLATILITY/STRONG @ $380.66 (0.00%) | VOLATILITY/STRONG @ $380.00 (-0.17%),,,possible,40
2026-07-23,NVDA,VOLATILITY/STRONG @ $208.40 (0.00%) | MAGNET/STRONG @ $210.00 (+0.77%) | VOLATILITY/STRONG @ $185.00 (-11.23%),likely,65,not_shown,
2026-07-23,GOOGL,VOLATILITY/STRONG @ $318.86 (0.00%) | MAGNET/STRONG @ $320.00 (+0.36%) | VOLATILITY/STRONG @ $310.00 (-2.78%),likely,65,imminent,75
2026-07-23,META,VOLATILITY/STRONG @ $608.00 (0.00%) | VOLATILITY/STRONG @ $550.00 (-9.54%),unlikely,25,unlikely,20
2026-07-23,AMZN,VOLATILITY/STRONG @ $234.70 (0.00%) | VOLATILITY/STRONG @ $230.00 (-2.00%),unlikely,23,possible,30
2026-07-23,TSLA,VOLATILITY/STRONG @ $324.19 (0.00%) | MAGNET/STRONG @ $325.00 (+0.25%) | VOLATILITY/STRONG @ $320.00 (-1.29%),,,imminent,82
2026-07-24,AAPL,VOLATILITY/STRONG @ $333.48 (0.00%) | MAGNET/STRONG @ $332.50 (-0.29%) | VOLATILITY/STRONG @ $315.00 (-5.54%),possible,45,not_shown,
2026-07-24,MSFT,VOLATILITY/STRONG @ $383.00 (0.00%) | VOLATILITY/STRONG @ $350.00 (-8.62%),unlikely,21,unlikely,20
2026-07-24,NVDA,VOLATILITY/STRONG @ $206.90 (0.00%) | MAGNET/STRONG @ $207.50 (+0.29%) | VOLATILITY/STRONG @ $205.00 (-0.92%),likely,50,possible,45
2026-07-24,GOOGL,VOLATILITY/STRONG @ $320.25 (0.00%) | MAGNET/STRONG @ $320.00 (-0.08%) | VOLATILITY/STRONG @ $320.00 (-0.08%),,,possible,40
2026-07-24,META,VOLATILITY/STRONG @ $595.25 (0.00%) | VOLATILITY/STRONG @ $595.00 (-0.04%),,,possible,40
2026-07-24,AMZN,VOLATILITY/STRONG @ $231.70 (0.00%) | MAGNET/STRONG @ $232.50 (+0.35%) | VOLATILITY/STRONG @ $230.00 (-0.73%),,,possible,40
2026-07-24,TSLA,VOLATILITY/STRONG @ $311.75 (0.00%) | MAGNET/STRONG @ $310.00 (-0.56%) | VOLATILITY/STRONG @ $310.00 (-0.56%),,,likely,65
2026-07-27,AAPL,VOLATILITY/STRONG @ $336.62 (0.00%) | VOLATILITY/STRONG @ $315.00 (-6.42%),possible,35,unlikely,25
2026-07-27,MSFT,VOLATILITY/STRONG @ $389.37 (0.00%) | MAGNET/STRONG @ $390.00 (+0.16%) | VOLATILITY/STRONG @ $350.00 (-10.11%),possible,43,not_shown,
2026-07-27,NVDA,VOLATILITY/STRONG @ $196.86 (0.00%) | VOLATILITY/STRONG @ $190.00 (-3.48%) | SUPPORT/MODERATE @ $189.96 (-3.50%),possible,45,possible,45
2026-07-27,GOOGL,VOLATILITY/STRONG @ $327.64 (0.00%) | MAGNET/STRONG @ $327.50 (-0.04%) | SUPPORT/MODERATE @ $317.54 (-3.08%),unlikely,24,unlikely,20
2026-07-27,META,VOLATILITY/STRONG @ $596.50 (0.00%) | VOLATILITY/STRONG @ $550.00 (-7.80%),unlikely,25,unlikely,20
2026-07-27,AMZN,VOLATILITY/STRONG @ $231.67 (0.00%) | VOLATILITY/STRONG @ $220.00 (-5.04%),unlikely,23,unlikely,20
2026-07-27,TSLA,VOLATILITY/STRONG @ $309.28 (0.00%) | MAGNET/STRONG @ $310.00 (+0.23%) | RESISTANCE/MODERATE @ $313.65 (+1.41%),possible,45,likely,50
2026-07-28,AAPL,VOLATILITY/STRONG @ $339.84 (0.00%) | VOLATILITY/STRONG @ $315.00 (-7.31%),possible,45,possible,30
2026-07-28,MSFT,VOLATILITY/STRONG @ $396.60 (0.00%) | VOLATILITY/STRONG @ $350.00 (-11.75%),unlikely,24,unlikely,20
2026-07-28,NVDA,VOLATILITY/STRONG @ $197.08 (0.00%) | VOLATILITY/STRONG @ $190.00 (-3.59%) | SUPPORT/MODERATE @ $189.81 (-3.69%),unlikely,20,unlikely,20
2026-07-28,GOOGL,VOLATILITY/STRONG @ $334.82 (0.00%) | MAGNET/STRONG @ $335.00 (+0.05%) | VOLATILITY/STRONG @ $320.00 (-4.43%),likely,55,not_shown,
2026-07-28,META,VOLATILITY/STRONG @ $594.44 (0.00%) | VOLATILITY/STRONG @ $550.00 (-7.48%),unlikely,25,unlikely,20
2026-07-28,AMZN,VOLATILITY/STRONG @ $230.63 (0.00%) | VOLATILITY/STRONG @ $220.00 (-4.61%),unlikely,23,unlikely,25
2026-07-28,TSLA,VOLATILITY/STRONG @ $307.00 (0.00%) | RESISTANCE/MODERATE @ $313.43 (+2.09%) | VOLATILITY/STRONG @ $300.00 (-2.28%),likely,65,imminent,75
2026-07-29,AAPL,VOLATILITY/STRONG @ $341.50 (0.00%) | VOLATILITY/STRONG @ $315.00 (-7.76%),possible,35,unlikely,20
2026-07-29,MSFT,VOLATILITY/STRONG @ $406.64 (0.00%) | VOLATILITY/STRONG @ $350.00 (-13.93%),unlikely,25,unlikely,20
2026-07-29,NVDA,VOLATILITY/STRONG @ $189.50 (0.00%) | MAGNET/STRONG @ $190.00 (+0.26%) | RESISTANCE/MODERATE @ $190.93 (+0.76%),likely,69,likely,65
2026-07-29,GOOGL,VOLATILITY/STRONG @ $332.72 (0.00%) | MAGNET/STRONG @ $332.50 (-0.07%) | SUPPORT/MODERATE @ $321.75 (-3.30%),possible,45,not_shown,
2026-07-29,META,VOLATILITY/STRONG @ $530.00 (0.00%) | VOLATILITY/STRONG @ $500.00 (-5.66%),unlikely,21,unlikely,20
2026-07-29,AMZN,VOLATILITY/STRONG @ $225.80 (0.00%) | VOLATILITY/STRONG @ $225.00 (-0.35%) | SUPPORT/MODERATE @ $216.41 (-4.16%),,,possible,45
2026-07-29,TSLA,VOLATILITY/STRONG @ $295.49 (0.00%) | VOLATILITY/STRONG @ $295.00 (-0.17%) | MAGNET/STRONG @ $300.00 (+1.53%),,,likely,66
2026-07-30,AAPL,VOLATILITY/STRONG @ $312.49 (0.00%) | RESISTANCE/MODERATE @ $313.42 (+0.30%) | VOLATILITY/STRONG @ $240.00 (-23.20%),possible,30,unlikely,25
2026-07-30,MSFT,VOLATILITY/STRONG @ $447.91 (0.00%) | MAGNET/STRONG @ $450.00 (+0.47%) | VOLATILITY/STRONG @ $350.00 (-21.86%),possible,45,not_shown,
2026-07-30,NVDA,VOLATILITY/STRONG @ $195.65 (0.00%) | VOLATILITY/STRONG @ $190.00 (-2.89%) | SUPPORT/MODERATE @ $189.94 (-2.92%),possible,35,possible,30
2026-07-30,GOOGL,VOLATILITY/STRONG @ $334.44 (0.00%) | MAGNET/STRONG @ $335.00 (+0.17%) | SUPPORT/MODERATE @ $321.63 (-3.83%),likely,50,not_shown,
2026-07-30,META,VOLATILITY/STRONG @ $537.25 (0.00%) | RESISTANCE/MODERATE @ $549.50 (+2.28%) | VOLATILITY/STRONG @ $500.00 (-6.93%),likely,50,likely,50
2026-07-30,AMZN,VOLATILITY/STRONG @ $258.00 (0.00%) | MAGNET/STRONG @ $260.00 (+0.78%) | VOLATILITY/STRONG @ $220.00 (-14.73%),likely,65,not_shown,
2026-07-30,TSLA,VOLATILITY/STRONG @ $308.90 (0.00%) | SUPPORT/MODERATE @ $307.57 (-0.43%) | VOLATILITY/STRONG @ $300.00 (-2.88%),possible,45,possible,40
2026-07-31,AAPL,VOLATILITY/STRONG @ $307.91 (0.00%) | MAGNET/STRONG @ $307.50 (-0.13%) | VOLATILITY/STRONG @ $307.50 (-0.13%),,,likely,55
2026-07-31,MSFT,VOLATILITY/STRONG @ $460.05 (0.00%) | MAGNET/STRONG @ $460.00 (-0.01%) | VOLATILITY/STRONG @ $350.00 (-23.92%),unlikely,24,unlikely,19
2026-07-31,NVDA,VOLATILITY/STRONG @ $198.90 (0.00%) | MAGNET/STRONG @ $200.00 (+0.55%) | VOLATILITY/STRONG @ $180.00 (-9.50%),likely,52,not_shown,
2026-07-31,GOOGL,VOLATILITY/STRONG @ $356.68 (0.00%) | MAGNET/STRONG @ $357.50 (+0.23%) | VOLATILITY/STRONG @ $320.00 (-10.28%),likely,60,not_shown,
2026-07-31,META,VOLATILITY/STRONG @ $554.75 (0.00%) | VOLATILITY/STRONG @ $550.00 (-0.86%),,,possible,39
2026-07-31,AMZN,VOLATILITY/STRONG @ $270.12 (0.00%) | MAGNET/STRONG @ $270.00 (-0.04%) | VOLATILITY/STRONG @ $220.00 (-18.55%),likely,55,not_shown,
2026-07-31,TSLA,VOLATILITY/STRONG @ $309.80 (0.00%) | SUPPORT/MODERATE @ $308.22 (-0.51%) | VOLATILITY/STRONG @ $300.00 (-3.16%),possible,39,unlikely,24
2026-08-03,AAPL,VOLATILITY/STRONG @ $304.25 (0.00%) | VOLATILITY/STRONG @ $280.00 (-7.97%),unlikely,24,unlikely,19
2026-08-03,MSFT,VOLATILITY/STRONG @ $484.76 (0.00%) | VOLATILITY/STRONG @ $350.00 (-27.80%),possible,41,possible,31
2026-08-03,NVDA,VOLATILITY/STRONG @ $206.44 (0.00%) | MAGNET/STRONG @ $210.00 (+1.73%) | VOLATILITY/STRONG @ $185.00 (-10.38%),possible,39,not_shown,
2026-08-03,GOOGL,VOLATILITY/STRONG @ $370.85 (0.00%) | MAGNET/STRONG @ $375.00 (+1.12%) | VOLATILITY/STRONG @ $320.00 (-13.71%),possible,39,not_shown,
2026-08-03,META,VOLATILITY/STRONG @ $589.31 (0.00%) | VOLATILITY/STRONG @ $550.00 (-6.67%),unlikely,20,unlikely,15
2026-08-03,AMZN,VOLATILITY/STRONG @ $282.88 (0.00%) | MAGNET/STRONG @ $280.00 (-1.02%) | VOLATILITY/STRONG @ $220.00 (-22.23%),possible,36,possible,31
2026-08-03,TSLA,VOLATILITY/STRONG @ $322.60 (0.00%) | MAGNET/STRONG @ $322.50 (-0.03%) | SUPPORT/MODERATE @ $312.58 (-3.11%),unlikely,29,unlikely,19
2026-08-04,AAPL,VOLATILITY/STRONG @ $309.20 (0.00%) | MAGNET/STRONG @ $310.00 (+0.26%) | VOLATILITY/STRONG @ $300.00 (-2.98%),possible,44,unlikely,29
2026-08-04,MSFT,VOLATILITY/STRONG @ $493.52 (0.00%) | MAGNET/STRONG @ $500.00 (+1.31%) | VOLATILITY/STRONG @ $350.00 (-29.08%),possible,39,not_shown,
2026-08-04,NVDA,VOLATILITY/STRONG @ $214.91 (0.00%) | MAGNET/STRONG @ $215.00 (+0.04%) | VOLATILITY/STRONG @ $170.00 (-20.90%),likely,56,not_shown,
2026-08-04,GOOGL,VOLATILITY/STRONG @ $376.65 (0.00%) | MAGNET/STRONG @ $375.00 (-0.44%) | VOLATILITY/STRONG @ $320.00 (-15.04%),unlikely,24,unlikely,19
2026-08-04,META,VOLATILITY/STRONG @ $588.24 (0.00%) | VOLATILITY/STRONG @ $550.00 (-6.50%),unlikely,24,unlikely,19
2026-08-04,AMZN,VOLATILITY/STRONG @ $277.45 (0.00%) | MAGNET/STRONG @ $280.00 (+0.92%) | VOLATILITY/STRONG @ $220.00 (-20.71%),possible,48,not_shown,
2026-08-04,TSLA,VOLATILITY/STRONG @ $325.40 (0.00%) | MAGNET/STRONG @ $330.00 (+1.41%) | SUPPORT/MODERATE @ $312.80 (-3.87%),possible,42,unlikely,27
2026-08-05,AAPL,VOLATILITY/STRONG @ $312.45 (0.00%) | VOLATILITY/STRONG @ $240.00 (-23.19%),possible,42,unlikely,27
2026-08-05,MSFT,VOLATILITY/STRONG @ $484.21 (0.00%) | VOLATILITY/STRONG @ $350.00 (-27.72%),unlikely,29,unlikely,19
2026-08-05,NVDA,VOLATILITY/STRONG @ $219.85 (0.00%) | MAGNET/STRONG @ $220.00 (+0.07%) | VOLATILITY/STRONG @ $170.00 (-22.67%),likely,60,not_shown,
2026-08-05,GOOGL,VOLATILITY/STRONG @ $362.52 (0.00%) | VOLATILITY/STRONG @ $320.00 (-11.73%),unlikely,29,unlikely,19
2026-08-05,META,VOLATILITY/STRONG @ $590.90 (0.00%) | VOLATILITY/STRONG @ $550.00 (-6.92%),unlikely,24,unlikely,19
2026-08-05,AMZN,VOLATILITY/STRONG @ $272.90 (0.00%) | VOLATILITY/STRONG @ $220.00 (-19.38%),possible,46,possible,31
2026-08-05,TSLA,VOLATILITY/STRONG @ $321.85 (0.00%) | SUPPORT/MODERATE @ $313.91 (-2.47%) | VOLATILITY/STRONG @ $300.00 (-6.79%),possible,37,unlikely,27
2026-08-06,AAPL,VOLATILITY/STRONG @ $311.23 (0.00%) | MAGNET/STRONG @ $310.00 (-0.40%) | VOLATILITY/STRONG @ $240.00 (-22.89%),possible,34,unlikely,19
2026-08-06,MSFT,VOLATILITY/STRONG @ $497.65 (0.00%) | MAGNET/STRONG @ $500.00 (+0.47%) | VOLATILITY/STRONG @ $350.00 (-29.67%),possible,48,not_shown,
2026-08-06,NVDA,VOLATILITY/STRONG @ $219.50 (0.00%) | MAGNET/STRONG @ $220.00 (+0.23%) | VOLATILITY/STRONG @ $190.00 (-13.44%),possible,48,not_shown,
2026-08-06,GOOGL,VOLATILITY/STRONG @ $359.43 (0.00%) | VOLATILITY/STRONG @ $320.00 (-10.97%),unlikely,24,unlikely,19
2026-08-06,META,VOLATILITY/STRONG @ $591.75 (0.00%) | VOLATILITY/STRONG @ $550.00 (-7.06%),possible,32,unlikely,27
2026-08-06,AMZN,VOLATILITY/STRONG @ $271.90 (0.00%) | VOLATILITY/STRONG @ $267.50 (-1.62%),possible,42,possible,42
2026-08-06,TSLA,VOLATILITY/STRONG @ $319.97 (0.00%) | MAGNET/STRONG @ $325.00 (+1.57%) | SUPPORT/MODERATE @ $312.83 (-2.23%),possible,38,unlikely,23
2026-08-07,AAPL,VOLATILITY/STRONG @ $313.09 (0.00%) | MAGNET/STRONG @ $312.50 (-0.19%) | VOLATILITY/STRONG @ $240.00 (-23.34%),possible,46,possible,31
2026-08-07,MSFT,VOLATILITY/STRONG @ $498.50 (0.00%) | MAGNET/STRONG @ $500.00 (+0.30%) | VOLATILITY/STRONG @ $350.00 (-29.79%),likely,56,not_shown,
2026-08-07,NVDA,VOLATILITY/STRONG @ $223.00 (0.00%) | MAGNET/STRONG @ $220.00 (-1.35%) | VOLATILITY/STRONG @ $190.00 (-14.80%),unlikely,29,unlikely,19
2026-08-07,GOOGL,VOLATILITY/STRONG @ $354.34 (0.00%) | VOLATILITY/STRONG @ $330.00 (-6.87%),unlikely,24,unlikely,19
2026-08-07,META,VOLATILITY/STRONG @ $593.50 (0.00%) | VOLATILITY/STRONG @ $550.00 (-7.33%),unlikely,24,unlikely,19
2026-08-07,AMZN,VOLATILITY/STRONG @ $273.80 (0.00%) | MAGNET/STRONG @ $275.00 (+0.44%) | VOLATILITY/STRONG @ $267.50 (-2.30%),possible,48,possible,33
2026-08-07,TSLA,VOLATILITY/STRONG @ $327.50 (0.00%) | MAGNET/STRONG @ $325.00 (-0.76%) | SUPPORT/MODERATE @ $320.85 (-2.03%),unlikely,20,unlikely,19
2026-08-10,AAPL,VOLATILITY/STRONG @ $307.60 (0.00%) | MAGNET/STRONG @ $307.50 (-0.03%) | VOLATILITY/STRONG @ $295.00 (-4.10%),unlikely,29,unlikely,24
2026-08-10,MSFT,VOLATILITY/STRONG @ $506.00 (0.00%) | MAGNET/STRONG @ $500.00 (-1.19%) | VOLATILITY/STRONG @ $350.00 (-30.83%),possible,48,not_shown,
2026-08-10,NVDA,VOLATILITY/STRONG @ $218.69 (0.00%) | VOLATILITY/STRONG @ $190.00 (-13.12%),possible,34,unlikely,19
2026-08-10,GOOGL,VOLATILITY/STRONG @ $357.10 (0.00%) | MAGNET/STRONG @ $357.50 (+0.11%) | VOLATILITY/STRONG @ $330.00 (-7.59%),possible,40,not_shown,
2026-08-10,META,VOLATILITY/STRONG @ $593.50 (0.00%) | VOLATILITY/STRONG @ $550.00 (-7.33%),unlikely,24,unlikely,19
2026-08-10,AMZN,VOLATILITY/STRONG @ $277.50 (0.00%) | MAGNET/STRONG @ $280.00 (+0.90%) | VOLATILITY/STRONG @ $220.00 (-20.72%),possible,44,not_shown,
2026-08-10,TSLA,VOLATILITY/STRONG @ $330.47 (0.00%) | MAGNET/STRONG @ $330.00 (-0.14%) | SUPPORT/MODERATE @ $317.30 (-3.99%),likely,51,possible,35
2026-08-11,AAPL,VOLATILITY/STRONG @ $306.94 (0.00%) | MAGNET/STRONG @ $310.00 (+1.00%) | VOLATILITY/STRONG @ $300.00 (-2.26%),possible,44,unlikely,29
2026-08-11,MSFT,VOLATILITY/STRONG @ $502.75 (0.00%) | MAGNET/STRONG @ $500.00 (-0.55%) | VOLATILITY/STRONG @ $350.00 (-30.38%),possible,39,not_shown,
2026-08-11,NVDA,VOLATILITY/STRONG @ $217.80 (0.00%) | VOLATILITY/STRONG @ $190.00 (-12.76%),possible,45,possible,35
2026-08-11,GOOGL,VOLATILITY/STRONG @ $344.50 (0.00%) | SUPPORT/MODERATE @ $334.98 (-2.76%) | VOLATILITY/STRONG @ $330.00 (-4.21%),possible,40,possible,40
2026-08-11,META,VOLATILITY/STRONG @ $600.21 (0.00%) | VOLATILITY/STRONG @ $550.00 (-8.37%),unlikely,24,unlikely,19
2026-08-11,AMZN,VOLATILITY/STRONG @ $272.75 (0.00%) | VOLATILITY/STRONG @ $267.50 (-1.93%),possible,34,possible,34
2026-08-11,TSLA,VOLATILITY/STRONG @ $331.40 (0.00%) | MAGNET/STRONG @ $335.00 (+1.09%) | SUPPORT/MODERATE @ $320.11 (-3.41%),possible,43,unlikely,27
2026-08-12,AAPL,VOLATILITY/STRONG @ $302.15 (0.00%) | VOLATILITY/STRONG @ $300.00 (-0.71%) | SUPPORT/MODERATE @ $289.66 (-4.13%),possible,42,possible,47
2026-08-12,MSFT,VOLATILITY/STRONG @ $493.10 (0.00%) | VOLATILITY/STRONG @ $492.50 (-0.12%) | MAGNET/STRONG @ $500.00 (+1.40%),possible,39,possible,39
2026-08-12,NVDA,VOLATILITY/STRONG @ $223.80 (0.00%) | MAGNET/STRONG @ $222.50 (-0.58%) | VOLATILITY/STRONG @ $190.00 (-15.10%),possible,38,unlikely,23
2026-08-12,GOOGL,VOLATILITY/STRONG @ $344.02 (0.00%) | MAGNET/STRONG @ $345.00 (+0.28%) | SUPPORT/MODERATE @ $340.86 (-0.92%),possible,39,unlikely,24
2026-08-12,META,VOLATILITY/STRONG @ $584.00 (0.00%) | VOLATILITY/STRONG @ $550.00 (-5.82%),unlikely,23,unlikely,19
2026-08-12,AMZN,VOLATILITY/STRONG @ $267.81 (0.00%) | VOLATILITY/STRONG @ $267.50 (-0.11%),unlikely,29,possible,39
2026-08-12,TSLA,VOLATILITY/STRONG @ $327.71 (0.00%) | MAGNET/STRONG @ $327.50 (-0.06%) | SUPPORT/MODERATE @ $322.34 (-1.64%),possible,33,unlikely,23
2026-08-13,AAPL,VOLATILITY/STRONG @ $304.75 (0.00%) | VOLATILITY/STRONG @ $300.00 (-1.56%) | MAGNET/STRONG @ $310.00 (+1.72%),possible,39,possible,34
2026-08-13,MSFT,VOLATILITY/STRONG @ $494.52 (0.00%) | MAGNET/STRONG @ $500.00 (+1.11%) | VOLATILITY/STRONG @ $475.00 (-3.95%),possible,39,unlikely,24
2026-08-13,NVDA,VOLATILITY/STRONG @ $225.40 (0.00%) | MAGNET/STRONG @ $225.00 (-0.18%) | VOLATILITY/STRONG @ $190.00 (-15.71%),likely,60,not_shown,
2026-08-13,GOOGL,VOLATILITY/STRONG @ $348.00 (0.00%) | MAGNET/STRONG @ $350.00 (+0.57%) | VOLATILITY/STRONG @ $340.00 (-2.30%),possible,44,unlikely,29
2026-08-13,META,VOLATILITY/STRONG @ $594.08 (0.00%) | VOLATILITY/STRONG @ $550.00 (-7.42%),unlikely,24,unlikely,19
2026-08-13,AMZN,VOLATILITY/STRONG @ $265.75 (0.00%) | VOLATILITY/STRONG @ $262.50 (-1.22%) | MAGNET/STRONG @ $270.00 (+1.60%),likely,51,possible,46
2026-08-13,TSLA,VOLATILITY/STRONG @ $340.75 (0.00%) | SUPPORT/MODERATE @ $324.65 (-4.72%) | VOLATILITY/STRONG @ $300.00 (-11.96%),possible,35,unlikely,23
2026-08-14,AAPL,VOLATILITY/STRONG @ $305.71 (0.00%) | MAGNET/STRONG @ $310.00 (+1.40%) | VOLATILITY/STRONG @ $295.00 (-3.50%),likely,51,possible,36
